state,district,crop,year,area,production,yield,annual_rainfall,n_high,n_medium,n_low,p_high,p_medium,p_low,k_high,k_medium,k_low,oc_high,oc_medium,oc_low,ph_alkaline,ph_acidic,ph_neutral,ec_nonsaline,ec_saline
maharashtra,sangli,Rice,2018,15423,40619,2.63,457.4,0.01,5.77,94.22,28.25,56.35,15.4,52.85,45.48,1.67,23.58,39.81,36.61,8.14,0.1,91.76,99.43,0.57
maharashtra,sangli,Rice,2019,15472,19618,1.27,938.9,0.01,5.77,94.22,28.25,56.35,15.4,52.85,45.48,1.67,23.58,39.81,36.61,8.14,0.1,91.76,99.43,0.57
maharashtra,sangli,Rice,2020,15512.15,43546.04,2.81,1001.1,0.01,5.77,94.22,28.25,56.35,15.4,52.85,45.48,1.67,23.58,39.81,36.61,8.14,0.1,91.76,99.43,0.57
maharashtra,sangli,Rice,2021,14931,36999.81,2.48,735.1,0.01,5.77,94.22,28.25,56.35,15.4,52.85,45.48,1.67,23.58,39.81,36.61,8.14,0.1,91.76,99.43,0.57
maharashtra,sangli,Rice,2022,14704.8,38937.54,2.65,617.3,0.01,5.77,94.22,28.25,56.35,15.4,52.85,45.48,1.67,23.58,39.81,36.61,8.14,0.1,91.76,99.43,0.57
maharashtra,satara,Rice,2012,51000,70000,1.37,818.2,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2013,50400,75600,1.5,925.6,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2014,52900,94700,1.79,1002.6,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2015,52700,79700,1.51,649.2,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2016,47000,82100,1.75,1072.3,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2017,45800,83000,1.81,1015.6,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2018,47026,109002,2.32,874,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2019,49635,71367,1.44,1679.4,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2020,46954,108948.5,2.32,1134.9,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2021,45099.323,88918.679,1.97,1386.3,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,satara,Rice,2022,47710.76,93200.74,1.95,1289.9,1.14,49.88,48.98,53.43,41.82,4.76,85.53,13.99,0.49,5.31,14.98,79.72,3.14,2.2,94.66,99.88,0.12
maharashtra,sindhudurg,Rice,2012,74200,207000,2.79,3266.6,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2013,74200,232800,3.14,3811.4,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2014,67400,222400,3.3,3121.1,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2015,64600,190000,2.94,2283.5,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2016,62500,205700,3.29,3565.8,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2017,62500,203000,3.25,3202.8,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2018,62500,183733,2.94,3176.9,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2019,62500,156240,2.5,4737,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2020,62063.18,173928.68,2.8,4933,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2021,62063.181,160649.951,2.59,4654.5,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,sindhudurg,Rice,2022,62063.18,166240,2.68,3456.6,0.01,3.12,96.87,5.23,49.62,45.15,65.57,29.69,4.74,63.15,21.62,15.23,0.14,35.11,64.74,99.95,0.05
maharashtra,solapur,Rice,2012,400,100,0.25,454.6,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2013,400,100,0.25,593.8,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2014,400,100,0.25,547,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2015,200,0,0,351.6,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2016,200,43,0.22,609.1,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2017,600,70,0.12,764.4,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2018,1924,173,0.09,348.3,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2019,1189,187,0.16,607.2,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2020,1486.58,2802.66,1.89,877.1,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,solapur,Rice,2021,52,20,0.38,865.7,0.07,5.11,94.82,6.04,85.14,8.82,60.95,36.22,2.84,6.63,20.33,73.04,3.86,0.03,96.11,99.44,0.56
maharashtra,thane,Rice,2012,137500,356800,2.59,2192.9,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2013,137500,328000,2.39,3026.5,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2014,55200,132900,2.41,2472.3,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2015,55000,124200,2.26,1827.8,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2016,55000,149600,2.72,,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2017,54700,101100,1.85,3450.2,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2018,54885,139368,2.54,,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2019,55235,118495,2.15,–,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2020,54826.65,106385.8,1.94,3028,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2021,54907.009,129080.021,2.35,3287.7,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,thane,Rice,2022,54889.22,146850,2.68,3230.3,0.21,16.77,83.02,53.13,40.93,5.93,82.59,15.43,1.99,54.5,19.74,25.76,0,0.59,99.41,99.99,0.01
maharashtra,yavatmal,Rice,2012,100,40,0.4,928.7,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2013,100,,0,1317.5,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2014,1508400,2835400,1.88,763.6,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2015,1471400,2517100,1.71,779.3,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2016,1465730,3419021,2.33,977.4,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2017,1424765,2668600,1.87,618.8,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2018,1417445,3143748,2.22,744.2,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2019,1478093,2701810,1.83,609.6,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2020,1472582.19,3027227.51,2.06,724.1,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2021,1472784.641,3132485.818,2.13,,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
maharashtra,yavatmal,Rice,2022,1522931.69,3496425.951,2.3,1218.7,0.03,0.58,99.38,17.55,81.88,0.57,91.28,8.64,0.07,2.87,38.68,58.46,9.82,0.21,89.96,99.4,0.6
tamil nadu,ariyalur,Cotton(lint),2012,8634,15664,1.81,669,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2013,8815,29867,3.39,667.8,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2014,12841,42839,3.34,699.1,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2015,8907,12732,1.43,1058.8,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2016,9774,13686,1.4,,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2017,10092,29,0,1193.1,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2018,5500,11848,2.15,814.5,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2019,9164,17349,1.89,1111.4,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2020,5552,8666,1.56,1063.9,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2021,6961,10219,1.47,1646,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,ariyalur,Cotton(lint),2022,7747,13272,1.71,1059.9,0.01,0.01,99.97,1.93,97.99,0.08,0.01,99.83,0.16,0.03,4.95,95.03,0.01,0.03,99.96,99.99,0.01
tamil nadu,chengalpattu,Cotton(lint),2022,23,45,1.96,1121.9,0.08,4.8,95.12,41.64,47.27,11.08,12.33,37.81,49.86,14.42,35.38,50.2,0.63,4.17,95.2,98.91,1.09
tamil nadu,chengalpattu,Cotton(lint),2021,21,51,2.43,1846,0.08,4.8,95.12,41.64,47.27,11.08,12.33,37.81,49.86,14.42,35.38,50.2,0.63,4.17,95.2,98.91,1.09
tamil nadu,coimbatore,Cotton(lint),2012,558,979,1.75,559.5,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2013,336,768,2.29,898.3,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2014,401,1240,3.09,1221.9,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2015,407,833,2.05,992.9,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2016,379,490,1.29,505.5,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2017,378,1,0,873.4,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2018,541,1174,2.17,1302,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2019,376,916,2.44,1272.3,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2020,319,621,1.95,1585.7,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2021,297,480,1.62,2116.8,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,coimbatore,Cotton(lint),2022,477,912,1.91,2151.7,0,2.05,97.95,7.39,81.58,11.03,95.59,4.22,0.19,6.43,14.74,78.83,7.72,0.17,92.11,99.23,0.77
tamil nadu,cuddalore,Cotton(lint),2012,5067,12101,2.39,882.8,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2013,8243,29081,3.53,977.7,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2014,6298,24725,3.93,1217.9,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2015,6890,8146,1.18,1705.7,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2016,4876,3011,0.62,574.6,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2017,10877,17,0,1380.8,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2018,5809,10207,1.76,964.9,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2019,5131,13129,2.56,1091.9,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2020,3405,3473,1.02,1314.2,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2021,3853,4789,1.24,2040.4,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,cuddalore,Cotton(lint),2022,5056,6848,1.35,1332,0.01,0,99.99,60.35,37.66,1.99,2.99,77.9,19.12,0.13,0.17,99.71,7.12,4.53,88.35,99.68,0.32
tamil nadu,dharmapuri,Cotton(lint),2012,13662,41593,3.04,720.1,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2013,11462,33815,2.95,801.4,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2014,10987,37096,3.38,765.7,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2015,10528,23224,2.21,1067.7,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2016,11418,15153,1.33,463.2,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2017,13734,38,0,906.3,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2018,9136,22710,2.49,468.1,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2019,8002,24803,3.1,838.4,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2020,3927,9288,2.37,918.4,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2021,4926,11105,2.25,1027.7,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dharmapuri,Cotton(lint),2022,5763,13741,2.38,1165.2,0.06,0.01,99.93,38.09,56.21,5.69,20,70.12,9.88,1.13,7.29,91.58,3.01,0.64,96.35,97.71,2.29
tamil nadu,dindigul,Cotton(lint),2012,2155,3593,1.67,636.4,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2013,639,1990,3.11,531.3,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2014,328,2000,6.1,994.4,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2015,151,701,4.64,1119.4,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2016,207,269,1.3,502.3,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2017,1633,4,0,925.6,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2018,870,1885,2.17,800,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2019,909,2209,2.43,712.6,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2020,1187,2312,1.95,959,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2021,413,667,1.62,1240.5,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,dindigul,Cotton(lint),2022,1092,2081,1.91,1303.6,0.08,1.32,98.59,20.33,41.35,38.32,75.56,23.48,0.95,0,0.15,99.85,2.65,0.39,96.96,99.78,0.22
tamil nadu,erode,Cotton(lint),2012,696,1713,2.46,544.7,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2013,448,1284,2.87,558,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2014,610,1914,3.14,762.9,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2015,361,673,1.86,854.4,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2016,213,277,1.3,309,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2017,184,,0,776.7,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2018,189,409,2.16,772.6,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2019,353,860,2.44,664.1,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2020,197,384,1.95,629.7,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2021,227,366,1.61,1010,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,erode,Cotton(lint),2022,323,614,1.9,1179,0.01,0.15,99.84,0.75,78.76,20.49,89.36,10.31,0.33,0.13,16.23,83.64,1.99,0.88,97.13,99.7,0.3
tamil nadu,kallakurichi,Cotton(lint),2020,4937,8051,1.63,903,0.04,0.04,99.92,38.03,33.22,28.75,19.7,56.7,23.61,0.42,21.04,78.54,0.8,1.67,97.53,99.11,0.89
tamil nadu,kallakurichi,Cotton(lint),2021,5181,3498,0.68,1427.5,0.04,0.04,99.92,38.03,33.22,28.75,19.7,56.7,23.61,0.42,21.04,78.54,0.8,1.67,97.53,99.11,0.89
tamil nadu,kallakurichi,Cotton(lint),2022,4976,7019,1.41,816.4,0.04,0.04,99.92,38.03,33.22,28.75,19.7,56.7,23.61,0.42,21.04,78.54,0.8,1.67,97.53,99.11,0.89
tamil nadu,kanchipuram,Cotton(lint),2013,1,3,3,905.3,0.05,0,99.95,7.5,89.89,2.6,32.68,67.09,0.23,0.4,0.28,99.32,0,0.08,99.92,100,0
tamil nadu,kanchipuram,Cotton(lint),2014,7,22,3.14,907.8,0.05,0,99.95,7.5,89.89,2.6,32.68,67.09,0.23,0.4,0.28,99.32,0,0.08,99.92,100,0
tamil nadu,kanchipuram,Cotton(lint),2015,2,4,2,2256.6,0.05,0,99.95,7.5,89.89,2.6,32.68,67.09,0.23,0.4,0.28,99.32,0,0.08,99.92,100,0
tamil nadu,kanchipuram,Cotton(lint),2016,2,2,1,992.5,0.05,0,99.95,7.5,89.89,2.6,32.68,67.09,0.23,0.4,0.28,99.32,0,0.08,99.92,100,0
tamil nadu,karur,Cotton(lint),2012,63,117,1.86,485.1,0.01,0.16,99.83,30.08,54.02,15.9,81.29,15.49,3.22,0.2,6.34,93.45,7.67,0.06,92.27,96.75,3.25
tamil nadu,karur,Cotton(lint),2013,92,264,2.87,460.7,0.01,0.16,99.83,30.08,54.02,15.9,81.29,15.49,3.22,0.2,6.34,93.45,7.67,0.06,92.27,96.75,3.25
