States,Districts,Crop,Year,Area,Production,Yield
Maharashtra,Ahilyanagar,Ragi,2021,150.762,178.246,1.18
Maharashtra,Ahilyanagar,Ragi,2022,190,181,0.95
Maharashtra,Beed,Ragi,2019,38,40,1.05
Maharashtra,Buldhana,Ragi,2016,5,3,0.6
Maharashtra,Buldhana,Ragi,2019,10,10,1
Maharashtra,Chhatrapati Sambhajinagar,Ragi,2019,317,331,1.04
Maharashtra,Dharashiv,Ragi,2019,1,1,1
Maharashtra,Dharashiv,Ragi,2020,10,7.86,0.79
Maharashtra,Dharashiv,Ragi,2021,10,11.823,1.18
Maharashtra,Dhule,Ragi,2012,800,1100,1.38
Maharashtra,Dhule,Ragi,2013,800,1300,1.63
Maharashtra,Dhule,Ragi,2014,1000,1300,1.3
Maharashtra,Dhule,Ragi,2015,1100,500,0.45
Maharashtra,Dhule,Ragi,2016,1800,2000,1.11
Maharashtra,Dhule,Ragi,2017,1600,2200,1.38
Maharashtra,Dhule,Ragi,2018,1570,1042,0.66
Maharashtra,Dhule,Ragi,2019,1547,998,0.65
Maharashtra,Dhule,Ragi,2020,1611.89,1567.88,0.97
Maharashtra,Dhule,Ragi,2021,1343.216,828.764,0.62
Maharashtra,Dhule,Ragi,2022,1379,1472,1.07
Maharashtra,Kolhapur,Ragi,2012,21900,35500,1.62
Maharashtra,Kolhapur,Ragi,2013,21900,32900,1.5
Maharashtra,Kolhapur,Ragi,2014,21200,33900,1.6
Maharashtra,Kolhapur,Ragi,2015,20800,27300,1.31
Maharashtra,Kolhapur,Ragi,2016,21700,36100,1.66
Maharashtra,Kolhapur,Ragi,2017,21300,34000,1.6
Maharashtra,Kolhapur,Ragi,2018,19332,31077,1.61
Maharashtra,Kolhapur,Ragi,2019,18939,31604,1.67
Maharashtra,Kolhapur,Ragi,2020,19560.11,36208.93,1.85
Maharashtra,Kolhapur,Ragi,2021,19128.219,37694.068,1.97
Maharashtra,Kolhapur,Ragi,2022,17429,41267,2.37
Maharashtra,Nandurbar,Ragi,2015,100,0,0
Maharashtra,Nandurbar,Ragi,2016,20,20,1
Maharashtra,Nandurbar,Ragi,2017,17,10,0.59
Maharashtra,Nandurbar,Ragi,2018,27,23,0.85
Maharashtra,Nandurbar,Ragi,2019,45,26,0.58
Maharashtra,Nandurbar,Ragi,2020,15.98,11.43,0.72
Maharashtra,Nandurbar,Ragi,2021,6.046,4.704,0.78
Maharashtra,Nandurbar,Ragi,2022,4,5,1.25
Maharashtra,Nashik,Ragi,2012,35900,35400,0.99
Maharashtra,Nashik,Ragi,2013,35900,33800,0.94
Maharashtra,Nashik,Ragi,2014,28500,19000,0.67
Maharashtra,Nashik,Ragi,2015,25500,19400,0.76
Maharashtra,Nashik,Ragi,2016,25500,23400,0.92
Maharashtra,Nashik,Ragi,2017,26000,19000,0.73
Maharashtra,Nashik,Ragi,2018,20703,18010,0.87
Maharashtra,Nashik,Ragi,2019,21385,13664,0.64
Maharashtra,Nashik,Ragi,2020,21123.13,14695.33,0.7
Maharashtra,Nashik,Ragi,2021,20855.198,16442.238,0.79
Maharashtra,Nashik,Ragi,2022,20324,24035,1.18
Maharashtra,Palghar,Ragi,2014,10100,7000,0.69
Maharashtra,Palghar,Ragi,2015,11000,8700,0.79
Maharashtra,Palghar,Ragi,2016,11300,10500,0.93
Maharashtra,Palghar,Ragi,2017,11300,10500,0.93
Maharashtra,Palghar,Ragi,2018,6800,4813,0.71
Maharashtra,Palghar,Ragi,2019,13004,9952,0.77
Maharashtra,Palghar,Ragi,2020,13004,8974.65,0.69
Maharashtra,Palghar,Ragi,2021,12997.555,9644.186,0.74
Maharashtra,Palghar,Ragi,2022,12487,11001,0.88
Maharashtra,Pune,Ragi,2012,10600,11700,1.1
Maharashtra,Pune,Ragi,2013,10600,13600,1.28
Maharashtra,Pune,Ragi,2014,12100,13200,1.09
Maharashtra,Pune,Ragi,2015,3200,2700,0.84
Maharashtra,Pune,Ragi,2016,3500,2900,0.83
Maharashtra,Pune,Ragi,2017,2700,2200,0.81
Maharashtra,Pune,Ragi,2018,2479,1767,0.71
Maharashtra,Pune,Ragi,2019,2555,1847,0.72
Maharashtra,Pune,Ragi,2020,2448.24,1925.29,0.79
Maharashtra,Pune,Ragi,2021,2457.969,2906.057,1.18
Maharashtra,Pune,Ragi,2022,2000,1906,0.95
Maharashtra,Raigad,Ragi,2012,11100,9100,0.82
Maharashtra,Raigad,Ragi,2013,11100,9400,0.85
Maharashtra,Raigad,Ragi,2014,8100,7700,0.95
Maharashtra,Raigad,Ragi,2015,7200,7200,1
Maharashtra,Raigad,Ragi,2016,6800,5600,0.82
Maharashtra,Raigad,Ragi,2017,6700,5300,0.79
Maharashtra,Raigad,Ragi,2018,4714,4360,0.92
Maharashtra,Raigad,Ragi,2019,4911,4008,0.82
Maharashtra,Raigad,Ragi,2020,5068.24,4814.09,0.95
Maharashtra,Raigad,Ragi,2021,5148.861,6216.735,1.21
Maharashtra,Raigad,Ragi,2022,4905,4934,1.01
Maharashtra,Ratnagiri,Ragi,2012,16100,21300,1.32
Maharashtra,Ratnagiri,Ragi,2013,16100,21900,1.36
Maharashtra,Ratnagiri,Ragi,2014,16100,21400,1.33
Maharashtra,Ratnagiri,Ragi,2015,13500,16100,1.19
Maharashtra,Ratnagiri,Ragi,2016,13600,19200,1.41
Maharashtra,Ratnagiri,Ragi,2017,14200,21400,1.51
Maharashtra,Ratnagiri,Ragi,2018,14676,21351,1.45
Maharashtra,Ratnagiri,Ragi,2019,10352,14540,1.4
Maharashtra,Ratnagiri,Ragi,2020,10355.83,14967.96,1.45
Maharashtra,Ratnagiri,Ragi,2021,10282.818,17432.461,1.7
Maharashtra,Ratnagiri,Ragi,2022,10050,14141,1.41
Maharashtra,Sangli,Ragi,2020,128,223.65,1.75
Maharashtra,Sangli,Ragi,2021,135.529,244.983,1.81
Maharashtra,Sangli,Ragi,2022,136,284,2.09
Maharashtra,Satara,Ragi,2012,8000,7000,0.88
Maharashtra,Satara,Ragi,2013,8000,9200,1.15
Maharashtra,Satara,Ragi,2014,6600,6700,1.02
Maharashtra,Satara,Ragi,2015,6800,7200,1.06
Maharashtra,Satara,Ragi,2016,4500,4400,0.98
Maharashtra,Satara,Ragi,2017,4500,5100,1.13
Maharashtra,Satara,Ragi,2018,5361,5682,1.06
Maharashtra,Satara,Ragi,2019,5361,5725,1.07
Maharashtra,Satara,Ragi,2020,4740,6250.29,1.32
Maharashtra,Satara,Ragi,2021,5158,6206.106,1.2
Maharashtra,Satara,Ragi,2022,4916,5565,1.13
Maharashtra,Sindhudurg,Ragi,2012,3200,3700,1.16
Maharashtra,Sindhudurg,Ragi,2013,3200,5200,1.63
Maharashtra,Sindhudurg,Ragi,2014,2400,3800,1.58
Maharashtra,Sindhudurg,Ragi,2015,2100,3500,1.67
Maharashtra,Sindhudurg,Ragi,2016,1800,3200,1.78
Maharashtra,Sindhudurg,Ragi,2017,1800,2600,1.44
Maharashtra,Sindhudurg,Ragi,2018,1832,2884,1.57
Maharashtra,Sindhudurg,Ragi,2019,1315,2683,2.04
Maharashtra,Sindhudurg,Ragi,2020,1306.32,2329.1,1.78
Maharashtra,Sindhudurg,Ragi,2021,1284.324,2484.781,1.93
Maharashtra,Sindhudurg,Ragi,2022,1284,2350,1.83
Maharashtra,Solapur,Ragi,2016,100,50,0.5
Maharashtra,Solapur,Ragi,2019,185,155,0.84
Maharashtra,Solapur,Ragi,2020,4,3.15,0.79
Maharashtra,Solapur,Ragi,2021,4,4.729,1.18
Maharashtra,Thane,Ragi,2012,14100,11100,0.79
Maharashtra,Thane,Ragi,2013,14100,11400,0.81
Maharashtra,Thane,Ragi,2014,2500,1700,0.68
Maharashtra,Thane,Ragi,2015,300,200,0.67
Maharashtra,Thane,Ragi,2016,2100,3600,1.71
Maharashtra,Thane,Ragi,2017,2600,4000,1.54
Maharashtra,Thane,Ragi,2018,2685,2379,0.89
Maharashtra,Thane,Ragi,2019,2118,1522,0.72
Maharashtra,Thane,Ragi,2020,2126.3,1847.43,0.87
Maharashtra,Thane,Ragi,2021,2302.3,2335.223,1.01
Maharashtra,Thane,Ragi,2022,2302,2364,1.03
Maharashtra,Ahilyanagar,Rice,2012,7500,4600,0.61
Maharashtra,Ahilyanagar,Rice,2013,7900,19000,2.41
Maharashtra,Ahilyanagar,Rice,2014,8600,2200,0.26
Maharashtra,Ahilyanagar,Rice,2015,14000,17200,1.23
Maharashtra,Ahilyanagar,Rice,2016,15000,26200,1.75
Maharashtra,Ahilyanagar,Rice,2017,16200,37300,2.3
Maharashtra,Ahilyanagar,Rice,2018,16245,6711,0.41
Maharashtra,Ahilyanagar,Rice,2019,17331,19469,1.12
Maharashtra,Ahilyanagar,Rice,2020,17595.34,33172.49,1.89
Maharashtra,Ahilyanagar,Rice,2021,19551.469,37007.021,1.89
Maharashtra,Ahilyanagar,Rice,2022,20579.65,34228.07,1.66
Maharashtra,Amravati,Rice,2012,3800,1500,0.39
Maharashtra,Amravati,Rice,2013,4700,800,0.17
Maharashtra,Amravati,Rice,2014,5300,1600,0.3
Maharashtra,Amravati,Rice,2015,5600,1200,0.21
Maharashtra,Amravati,Rice,2016,6900,4600,0.67
Maharashtra,Amravati,Rice,2017,8900,3000,0.34
Maharashtra,Amravati,Rice,2018,7258,2942,0.41
Maharashtra,Amravati,Rice,2019,6168,1186,0.19
Maharashtra,Amravati,Rice,2020,6168,3643.55,0.59
Maharashtra,Amravati,Rice,2021,6484.639,3273.449,0.5
Maharashtra,Amravati,Rice,2022,6736.2,2626.44,0.39
Maharashtra,Beed,Rice,2012,600,300,0.5
Maharashtra,Beed,Rice,2013,500,300,0.6
Maharashtra,Beed,Rice,2014,400,100,0.25
Maharashtra,Beed,Rice,2015,300,0,0
Maharashtra,Beed,Rice,2016,100,70,0.7
Maharashtra,Beed,Rice,2017,65,30,0.46
Maharashtra,Beed,Rice,2018,29,9,0.31
Maharashtra,Beed,Rice,2019,16,2,0.13
Maharashtra,Beed,Rice,2020,17.25,52.56,3.05
Maharashtra,Bhandara,Rice,2012,177200,360500,2.03
Maharashtra,Bhandara,Rice,2013,186200,303500,1.63
Maharashtra,Bhandara,Rice,2014,188600,305400,1.62
Maharashtra,Bhandara,Rice,2015,180200,268000,1.49
Maharashtra,Bhandara,Rice,2016,168400,346800,2.06
Maharashtra,Bhandara,Rice,2017,164700,200900,1.22
Maharashtra,Bhandara,Rice,2018,165010,351437,2.13
Maharashtra,Bhandara,Rice,2019,177510,288254,1.62
Maharashtra,Bhandara,Rice,2020,177821.85,359897.03,2.02
Maharashtra,Bhandara,Rice,2021,176994.977,359581.764,2.03
Maharashtra,Bhandara,Rice,2022,177018.89,378850.48,2.14
Maharashtra,Buldhana,Rice,2016,10,4,0.4
Maharashtra,Chandrapur,Rice,2012,158200,250500,1.58
Maharashtra,Chandrapur,Rice,2013,160200,211300,1.32
Maharashtra,Chandrapur,Rice,2014,141800,106700,0.75
Maharashtra,Chandrapur,Rice,2015,137400,113200,0.82
Maharashtra,Chandrapur,Rice,2016,136400,234000,1.72
Maharashtra,Chandrapur,Rice,2017,129400,92700,0.72
Maharashtra,Chandrapur,Rice,2018,132251,232195,1.76
Maharashtra,Chandrapur,Rice,2019,138598,193610,1.4
Maharashtra,Chandrapur,Rice,2020,142764.59,194685.78,1.36
Maharashtra,Chandrapur,Rice,2021,143676.025,249044.553,1.73
Maharashtra,Chandrapur,Rice,2022,149246.85,248433.75,1.66
Maharashtra,Chhatrapati Sambhajinagar,Rice,2016,6500,3100,0.48
Maharashtra,Chhatrapati Sambhajinagar,Rice,2019,5,1,0.2
Maharashtra,Chhatrapati Sambhajinagar,Rice,2020,0.25,0.76,3.04
Maharashtra,Dharashiv,Rice,2012,11500,2800,0.24
Maharashtra,Dharashiv,Rice,2013,13100,6400,0.49
Maharashtra,Dharashiv,Rice,2014,13100,2500,0.19
Maharashtra,Dharashiv,Rice,2015,6200,600,0.1
Maharashtra,Dharashiv,Rice,2016,6300,1200,0.19
Maharashtra,Dharashiv,Rice,2017,7500,2200,0.29
Maharashtra,Dharashiv,Rice,2019,1221,139,0.11
Maharashtra,Dharashiv,Rice,2020,1141.76,749.33,0.66
Maharashtra,Dharashiv,Rice,2021,665.82,229.842,0.35
Maharashtra,Dharashiv,Rice,2022,367.67,143.371,0.39
Maharashtra,Dhule,Rice,2012,7700,7400,0.96
Maharashtra,Dhule,Rice,2013,7700,9700,1.26
Maharashtra,Dhule,Rice,2014,100,0,0
Maharashtra,Dhule,Rice,2015,2300,2700,1.17
Maharashtra,Dhule,Rice,2016,6400,10500,1.64
Maharashtra,Dhule,Rice,2017,7000,14100,2.01
Maharashtra,Dhule,Rice,2018,6870,9305,1.35
Maharashtra,Dhule,Rice,2019,6838,9742,1.42
Maharashtra,Dhule,Rice,2020,6830,8480.13,1.24
Maharashtra,Dhule,Rice,2021,6983.927,8236.141,1.18
Maharashtra,Dhule,Rice,2022,7275.66,12358.44,1.7
Maharashtra,Gadchiroli,Rice,2012,151400,228800,1.51
Maharashtra,Gadchiroli,Rice,2013,153000,225600,1.47
Maharashtra,Gadchiroli,Rice,2014,152800,201600,1.32
Maharashtra,Gadchiroli,Rice,2015,150500,126300,0.84
Maharashtra,Gadchiroli,Rice,2016,148300,274900,1.85
Maharashtra,Gadchiroli,Rice,2017,148500,181800,1.22
Maharashtra,Gadchiroli,Rice,2018,150119,269686,1.8
Maharashtra,Gadchiroli,Rice,2019,171267,291081,1.7
Maharashtra,Gadchiroli,Rice,2020,171321.16,273230.69,1.59
Maharashtra,Gadchiroli,Rice,2021,175277.084,266085.066,1.52
Maharashtra,Gadchiroli,Rice,2022,178684.75,321665.03,1.8
Maharashtra,Gondia,Rice,2012,177500,334600,1.89
Maharashtra,Gondia,Rice,2013,188100,292500,1.56
Maharashtra,Gondia,Rice,2014,174700,340600,1.95
Maharashtra,Gondia,Rice,2015,172100,263600,1.53
Maharashtra,Gondia,Rice,2016,173200,423300,2.44
Maharashtra,Gondia,Rice,2017,138500,218500,1.58
Maharashtra,Gondia,Rice,2018,128536,321010,2.5
Maharashtra,Gondia,Rice,2019,151992,302721,1.99
Maharashtra,Gondia,Rice,2020,152861.58,300671.33,1.97
Maharashtra,Gondia,Rice,2021,153446.3,310499.371,2.02
Maharashtra,Gondia,Rice,2022,190841.17,489692.62,2.57
Maharashtra,Hingoli,Rice,2012,600,200,0.33
Maharashtra,Jalna,Rice,2019,11,2,0.18
Maharashtra,Kolhapur,Rice,2012,107800,282200,2.62
Maharashtra,Kolhapur,Rice,2013,108800,339600,3.12
Maharashtra,Kolhapur,Rice,2014,110900,335200,3.02
Maharashtra,Kolhapur,Rice,2015,111500,273300,2.45
Maharashtra,Kolhapur,Rice,2016,113800,396000,3.48
Maharashtra,Kolhapur,Rice,2017,109200,333300,3.05
Maharashtra,Kolhapur,Rice,2018,106512,327615,3.08
Maharashtra,Kolhapur,Rice,2019,111359,270993,2.43
Maharashtra,Kolhapur,Rice,2020,101775.35,341243.79,3.35
Maharashtra,Kolhapur,Rice,2021,95182,319462.31,3.36
Maharashtra,Kolhapur,Rice,2022,94433.27,290546.82,3.08
Maharashtra,Latur,Rice,2012,8300,5000,0.6
Maharashtra,Latur,Rice,2013,7600,5100,0.67
Maharashtra,Latur,Rice,2014,5800,1100,0.19
Maharashtra,Latur,Rice,2015,3800,300,0.08
Maharashtra,Latur,Rice,2016,3300,900,0.27
Maharashtra,Latur,Rice,2017,2800,800,0.29
Maharashtra,Latur,Rice,2018,1945,404,0.21
Maharashtra,Latur,Rice,2019,879,71,0.08
Maharashtra,Latur,Rice,2020,907.55,595.63,0.66
Maharashtra,Latur,Rice,2021,611.358,209.986,0.34
Maharashtra,Latur,Rice,2022,350.61,136.7,0.39
Maharashtra,Nagpur,Rice,2012,67000,100200,1.5
Maharashtra,Nagpur,Rice,2013,77700,105000,1.35
Maharashtra,Nagpur,Rice,2014,78800,95500,1.21
Maharashtra,Nagpur,Rice,2015,88700,107300,1.21
Maharashtra,Nagpur,Rice,2016,87600,170200,1.94
Maharashtra,Nagpur,Rice,2017,97200,183400,1.89
Maharashtra,Nagpur,Rice,2018,98186,203262,2.07
Maharashtra,Nagpur,Rice,2019,99473,155943,1.57
Maharashtra,Nagpur,Rice,2020,98040.08,213591.45,2.18
Maharashtra,Nagpur,Rice,2021,98433.302,221412.3,2.25
Maharashtra,Nagpur,Rice,2022,99422.87,199559.8,2.01
Maharashtra,Nanded,Rice,2012,4000,2100,0.53
Maharashtra,Nanded,Rice,2013,800,400,0.5
Maharashtra,Nanded,Rice,2014,800,100,0.13
Maharashtra,Nanded,Rice,2015,400,100,0.25
Maharashtra,Nanded,Rice,2016,200,100,0.5
Maharashtra,Nanded,Rice,2017,700,1000,1.43
Maharashtra,Nanded,Rice,2018,606,535,0.88
Maharashtra,Nanded,Rice,2019,582,400,0.69
Maharashtra,Nanded,Rice,2020,582.13,1561.63,2.68
Maharashtra,Nanded,Rice,2021,595.93,1342.468,2.25
Maharashtra,Nanded,Rice,2022,924,1831.05,1.98
Maharashtra,Nandurbar,Rice,2012,19500,28400,1.46
Maharashtra,Nandurbar,Rice,2013,22500,20300,0.9
Maharashtra,Nandurbar,Rice,2014,18200,9000,0.49
Maharashtra,Nandurbar,Rice,2015,18900,17300,0.92
Maharashtra,Nandurbar,Rice,2016,25300,29400,1.16
Maharashtra,Nandurbar,Rice,2017,26600,30100,1.13
Maharashtra,Nandurbar,Rice,2018,26116,22519,0.86
Maharashtra,Nandurbar,Rice,2019,26962,43273,1.6
Maharashtra,Nandurbar,Rice,2020,28232.23,49163.09,1.74
Maharashtra,Nandurbar,Rice,2021,30046.066,36090.099,1.2
Maharashtra,Nandurbar,Rice,2022,24060.25,45479.79,1.89
Maharashtra,Nashik,Rice,2012,67900,80800,1.19
Maharashtra,Nashik,Rice,2013,72600,93300,1.29
Maharashtra,Nashik,Rice,2014,71200,86700,1.22
Maharashtra,Nashik,Rice,2015,69600,101100,1.45
Maharashtra,Nashik,Rice,2016,71900,145800,2.03
Maharashtra,Nashik,Rice,2017,72500,153600,2.12
Maharashtra,Nashik,Rice,2018,74046,126516,1.71
Maharashtra,Nashik,Rice,2019,76288,90539,1.19
Maharashtra,Nashik,Rice,2020,76543.71,148821.69,1.94
Maharashtra,Nashik,Rice,2021,78129.45,134255.577,1.72
Maharashtra,Nashik,Rice,2022,92318.5,230131.55,2.49
Maharashtra,Palghar,Rice,2014,74800,188300,2.52
Maharashtra,Palghar,Rice,2015,77100,177300,2.3
Maharashtra,Palghar,Rice,2016,76400,222700,2.91
Maharashtra,Palghar,Rice,2017,76700,142000,1.85
Maharashtra,Palghar,Rice,2018,76714,134767,1.76
Maharashtra,Palghar,Rice,2019,76714,136746,1.78
Maharashtra,Palghar,Rice,2020,76714.3,144869.52,1.89
Maharashtra,Palghar,Rice,2021,76716.765,163879.924,2.14
Maharashtra,Palghar,Rice,2022,77137.04,183240,2.38
Maharashtra,Parbhani,Rice,2012,1400,100,0.07
Maharashtra,Parbhani,Rice,2013,700,300,0.43
Maharashtra,Parbhani,Rice,2014,300,,0
Maharashtra,Parbhani,Rice,2016,20,4,0.2
Maharashtra,Parbhani,Rice,2018,10,2,0.2
Maharashtra,Parbhani,Rice,2019,10,1,0.1
Maharashtra,Parbhani,Rice,2020,10,6.56,0.66
Maharashtra,Pune,Rice,2012,77600,106200,1.37
Maharashtra,Pune,Rice,2013,82100,153200,1.87
Maharashtra,Pune,Rice,2014,82100,136100,1.66
Maharashtra,Pune,Rice,2015,54600,107300,1.97
Maharashtra,Pune,Rice,2016,53500,115400,2.16
Maharashtra,Pune,Rice,2017,52000,124000,2.38
Maharashtra,Pune,Rice,2018,57969,106233,1.83
Maharashtra,Pune,Rice,2019,59509,107626,1.81
Maharashtra,Pune,Rice,2020,61018.25,127824.89,2.09
Maharashtra,Pune,Rice,2021,59746.076,166637.135,2.79
Maharashtra,Pune,Rice,2022,59820.51,151843.76,2.54
Maharashtra,Raigad,Rice,2012,124100,323000,2.6
Maharashtra,Raigad,Rice,2013,124100,355100,2.86
Maharashtra,Raigad,Rice,2014,116200,320700,2.76
Maharashtra,Raigad,Rice,2015,112100,328900,2.93
Maharashtra,Raigad,Rice,2016,109400,297200,2.72
Maharashtra,Raigad,Rice,2017,110500,299000,2.71
Maharashtra,Raigad,Rice,2018,111159,314775,2.83
Maharashtra,Raigad,Rice,2019,95932,185513,1.93
Maharashtra,Raigad,Rice,2020,95552.17,175742.34,1.84
Maharashtra,Raigad,Rice,2021,95967.486,218410.195,2.28
Maharashtra,Raigad,Rice,2022,95155.61,253990,2.67
Maharashtra,Ratnagiri,Rice,2012,73800,214800,2.91
Maharashtra,Ratnagiri,Rice,2013,72100,213200,2.96
Maharashtra,Ratnagiri,Rice,2014,72500,220500,3.04
Maharashtra,Ratnagiri,Rice,2015,71000,174100,2.45
Maharashtra,Ratnagiri,Rice,2016,75300,236300,3.14
Maharashtra,Ratnagiri,Rice,2017,75200,224400,2.98
Maharashtra,Ratnagiri,Rice,2018,76106,240930,3.17
Maharashtra,Ratnagiri,Rice,2019,75397,238591,3.16
Maharashtra,Ratnagiri,Rice,2020,75842.08,213611.59,2.82
Maharashtra,Ratnagiri,Rice,2021,77223.454,221160.156,2.86
Maharashtra,Ratnagiri,Rice,2022,69190.23,206440,2.98
Maharashtra,Sangli,Rice,2012,17500,33700,1.93
Maharashtra,Sangli,Rice,2013,14500,25500,1.76
Maharashtra,Sangli,Rice,2014,15500,31400,2.03
Maharashtra,Sangli,Rice,2015,22600,43400,1.92
Maharashtra,Sangli,Rice,2016,16800,42900,2.55
Maharashtra,Sangli,Rice,2017,17000,39300,2.31
Maharashtra,Sangli,Rice,2018,15423,40619,2.63
Maharashtra,Sangli,Rice,2019,15472,19618,1.27
Maharashtra,Sangli,Rice,2020,15512.15,43546.04,2.81
Maharashtra,Sangli,Rice,2021,14931,36999.81,2.48
Maharashtra,Sangli,Rice,2022,14704.8,38937.54,2.65
Maharashtra,Satara,Rice,2012,51000,70000,1.37
Maharashtra,Satara,Rice,2013,50400,75600,1.5
Maharashtra,Satara,Rice,2014,52900,94700,1.79
Maharashtra,Satara,Rice,2015,52700,79700,1.51
Maharashtra,Satara,Rice,2016,47000,82100,1.75
Maharashtra,Satara,Rice,2017,45800,83000,1.81
Maharashtra,Satara,Rice,2018,47026,109002,2.32
Maharashtra,Satara,Rice,2019,49635,71367,1.44
Maharashtra,Satara,Rice,2020,46954,108948.5,2.32
Maharashtra,Satara,Rice,2021,45099.323,88918.679,1.97
Maharashtra,Satara,Rice,2022,47710.76,93200.74,1.95
Maharashtra,Sindhudurg,Rice,2012,74200,207000,2.79
Maharashtra,Sindhudurg,Rice,2013,74200,232800,3.14
Maharashtra,Sindhudurg,Rice,2014,67400,222400,3.3
Maharashtra,Sindhudurg,Rice,2015,64600,190000,2.94
Maharashtra,Sindhudurg,Rice,2016,62500,205700,3.29
Maharashtra,Sindhudurg,Rice,2017,62500,203000,3.25
Maharashtra,Sindhudurg,Rice,2018,62500,183733,2.94
Maharashtra,Sindhudurg,Rice,2019,62500,156240,2.5
Maharashtra,Sindhudurg,Rice,2020,62063.18,173928.68,2.8
Maharashtra,Sindhudurg,Rice,2021,62063.181,160649.951,2.59
Maharashtra,Sindhudurg,Rice,2022,62063.18,166240,2.68
Maharashtra,Solapur,Rice,2012,400,100,0.25
Maharashtra,Solapur,Rice,2013,400,100,0.25
Maharashtra,Solapur,Rice,2014,400,100,0.25
Maharashtra,Solapur,Rice,2015,200,0,0
Maharashtra,Solapur,Rice,2016,200,43,0.22
Maharashtra,Solapur,Rice,2017,600,70,0.12
Maharashtra,Solapur,Rice,2018,1924,173,0.09
Maharashtra,Solapur,Rice,2019,1189,187,0.16
Maharashtra,Solapur,Rice,2020,1486.58,2802.66,1.89
Maharashtra,Solapur,Rice,2021,52,20,0.38
Maharashtra,Thane,Rice,2012,137500,356800,2.59
Maharashtra,Thane,Rice,2013,137500,328000,2.39
Maharashtra,Thane,Rice,2014,55200,132900,2.41
Maharashtra,Thane,Rice,2015,55000,124200,2.26
Maharashtra,Thane,Rice,2016,55000,149600,2.72
Maharashtra,Thane,Rice,2017,54700,101100,1.85
Maharashtra,Thane,Rice,2018,54885,139368,2.54
Maharashtra,Thane,Rice,2019,55235,118495,2.15
Maharashtra,Thane,Rice,2020,54826.65,106385.8,1.94
Maharashtra,Thane,Rice,2021,54907.009,129080.021,2.35
Maharashtra,Thane,Rice,2022,54889.22,146850,2.68
Maharashtra,Yavatmal,Rice,2012,100,40,0.4
Maharashtra,Yavatmal,Rice,2013,100,,0
Maharashtra,Yavatmal,Rice,2014,1508400,2835400,1.88
Maharashtra,Yavatmal,Rice,2015,1471400,2517100,1.71
Maharashtra,Yavatmal,Rice,2016,1465730,3419021,2.33
Maharashtra,Yavatmal,Rice,2017,1424765,2668600,1.87
Maharashtra,Yavatmal,Rice,2018,1417445,3143748,2.22
Maharashtra,Yavatmal,Rice,2019,1478093,2701810,1.83
Maharashtra,Yavatmal,Rice,2020,1472582.19,3027227.51,2.06
Maharashtra,Yavatmal,Rice,2021,1472784.641,3132485.818,2.13
Maharashtra,Yavatmal,Rice,2022,1522931.69,3496425.951,2.3
Tamil Nadu,Ariyalur,Cotton(lint),2012,8634,15664,1.81
Tamil Nadu,Ariyalur,Cotton(lint),2013,8815,29867,3.39
Tamil Nadu,Ariyalur,Cotton(lint),2014,12841,42839,3.34
Tamil Nadu,Ariyalur,Cotton(lint),2015,8907,12732,1.43
Tamil Nadu,Ariyalur,Cotton(lint),2016,9774,13686,1.4
Tamil Nadu,Ariyalur,Cotton(lint),2017,10092,29,0
Tamil Nadu,Ariyalur,Cotton(lint),2018,5500,11848,2.15
Tamil Nadu,Ariyalur,Cotton(lint),2019,9164,17349,1.89
Tamil Nadu,Ariyalur,Cotton(lint),2020,5552,8666,1.56
Tamil Nadu,Ariyalur,Cotton(lint),2021,6961,10219,1.47
Tamil Nadu,Ariyalur,Cotton(lint),2022,7747,13272,1.71
Tamil Nadu,Chengalpattu,Cotton(lint),2022,23,45,1.96
Tamil Nadu,Chengalpattu,Cotton(lint),2021,21,51,2.43
Tamil Nadu,Coimbatore,Cotton(lint),2012,558,979,1.75
Tamil Nadu,Coimbatore,Cotton(lint),2013,336,768,2.29
Tamil Nadu,Coimbatore,Cotton(lint),2014,401,1240,3.09
Tamil Nadu,Coimbatore,Cotton(lint),2015,407,833,2.05
Tamil Nadu,Coimbatore,Cotton(lint),2016,379,490,1.29
Tamil Nadu,Coimbatore,Cotton(lint),2017,378,1,0
Tamil Nadu,Coimbatore,Cotton(lint),2018,541,1174,2.17
Tamil Nadu,Coimbatore,Cotton(lint),2019,376,916,2.44
Tamil Nadu,Coimbatore,Cotton(lint),2020,319,621,1.95
Tamil Nadu,Coimbatore,Cotton(lint),2021,297,480,1.62
Tamil Nadu,Coimbatore,Cotton(lint),2022,477,912,1.91
Tamil Nadu,Cuddalore,Cotton(lint),2012,5067,12101,2.39
Tamil Nadu,Cuddalore,Cotton(lint),2013,8243,29081,3.53
Tamil Nadu,Cuddalore,Cotton(lint),2014,6298,24725,3.93
Tamil Nadu,Cuddalore,Cotton(lint),2015,6890,8146,1.18
Tamil Nadu,Cuddalore,Cotton(lint),2016,4876,3011,0.62
Tamil Nadu,Cuddalore,Cotton(lint),2017,10877,17,0
Tamil Nadu,Cuddalore,Cotton(lint),2018,5809,10207,1.76
Tamil Nadu,Cuddalore,Cotton(lint),2019,5131,13129,2.56
Tamil Nadu,Cuddalore,Cotton(lint),2020,3405,3473,1.02
Tamil Nadu,Cuddalore,Cotton(lint),2021,3853,4789,1.24
Tamil Nadu,Cuddalore,Cotton(lint),2022,5056,6848,1.35
